Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,DAILY_MEDITATION,AGE,GENDER
12/20/2018 14:46,4,2,4,4,10,6,2,5,2,3,1,8,5,7,0,0,2,8,4,7,51 or more,Female
12/20/2018 16:04,3,4,10,6,10,9,8,4,2,8,3,5,8,8,0,7,2,10,2,10,36 to 50,Male
12/20/2018 19:30,1,5,7,5,3,4,3,0,1,8,3,5,4,7,0,1,1,6,3,10,21 to 35,Female
12/21/2018 13:48,5,3,8,10,2,4,6,5,1,9,6,4,5,7,10,0,1,10,3,10,51 or more,Female
12/21/2018 21:36,1,3,1,1,5,6,2,2,2,1,2,1,1,7,2,3,1,3,0,0,21 to 35,Female
12/21/2018 22:45,1,4,3,5,1,10,0,0,2,2,1,5,1,7,10,0,1,5,5,10,Less than 20,Female
12/22/2018 12:00,5,2,7,10,5,10,5,1,1,8,3,10,2,8,1,2,2,2,2,6,21 to 35,Male
12/22/2018 16:15,4,2,1,1,1,8,1,5,2,8,3,1,2,7,0,3,2,5,0,10,36 to 50,Male
12/22/2018 16:30,4,3,10,3,10,8,6,2,1,5,2,10,1,8,0,4,1,8,4,6,21 to 35,Male
12/23/2018 2:39,5,0,8,7,10,10,8,3,1,9,8,10,6,6,0,1,2,10,8,8,36 to 50,Male
12/23/2018 9:45,2,2,1,2,4,4,0,0,1,5,1,1,4,6,0,1,1,1,1,6,Less than 20,Female
12/23/2018 14:21,3,5,5,6,10,10,10,4,2,3,1,2,5,6,0,1,2,10,1,7,51 or more,Female
12/24/2018 7:34,4,3,7,6,9,10,7,2,2,8,7,9,6,8,1,4,2,8,6,7,36 to 50,Male
12/25/2018 11:16,4,1,2,5,4,10,5,2,2,6,2,4,3,5,0,0,1,10,6,10,36 to 50,Male
12/25/2018 15:21,2,1,5,2,1,2,0,0,1,7,0,6,1,8,0,1,2,4,1,6,36 to 50,Female
12/25/2018 16:41,5,1,6,4,6,10,4,4,1,5,2,8,8,8,0,1,2,4,10,10,36 to 50,Male
12/26/2018 14:37,1,1,6,4,2,2,2,0,1,2,1,2,1,7,3,1,1,0,1,4,21 to 35,Male
12/27/2018 0:03,4,3,3,7,10,10,3,5,2,10,2,6,5,7,5,5,2,10,4,5,51 or more,Female
12/27/2018 14:51,2,2,5,3,3,5,5,2,1,4,1,5,0,7,1,0,1,4,5,5,21 to 35,Male
12/27/2018 22:55,1,5,10,3,1,6,1,1,2,2,2,6,0,6,3,3,2,3,0,10,21 to 35,Male
12/27/2018 23:05,1,5,10,3,1,6,1,1,2,1,0,6,0,6,3,5,2,3,0,10,21 to 35,Male
12/28/2018 0:15,5,5,5,5,10,10,3,5,2,10,1,10,5,6,0,10,2,6,8,10,51 or more,Female
12/28/2018 6:19,4,4,4,3,3,3,0,4,1,2,2,7,1,8,1,2,1,7,1,4,51 or more,Female
12/28/2018 17:15,5,5,10,2,2,10,3,5,2,2,4,10,0,6,10,1,2,10,8,10,51 or more,Male
12/29/2018 14:18,5,4,1,0,2,6,5,0,2,2,4,10,2,8,0,10,2,1,10,10,21 to 35,Male
12/29/2018 17:48,1,4,2,4,5,2,0,0,1,0,0,1,0,8,10,1,1,3,0,0,21 to 35,Female
12/30/2018 9:18,2,4,10,2,4,10,4,5,2,6,1,4,1,8,0,3,2,5,1,10,36 to 50,Female
12/30/2018 14:53,2,5,8,7,4,9,0,0,1,7,3,5,0,9,6,2,1,0,7,6,Less than 20,Female
12/30/2018 16:17,3,1,1,3,3,5,0,1,2,6,3,5,1,6,1,2,2,6,0,4,21 to 35,Male
12/30/2018 16:22,3,1,3,3,3,5,0,1,2,6,2,5,1,6,1,3,2,6,2,1,21 to 35,Male
12/30/2018 17:59,3,3,7,4,2,2,1,0,1,10,1,8,0,8,0,5,2,5,0,2,36 to 50,Male
12/30/2018 18:44,2,1,5,5,0,4,1,0,2,3,2,10,0,9,4,1,2,1,0,0,21 to 35,Female
12/31/2018 11:11,5,3,4,4,5,10,2,2,1,10,4,10,10,7,10,4,2,9,2,7,36 to 50,Female
12/31/2018 12:16,4,5,3,1,10,7,5,3,2,6,2,8,0,7,0,2,2,10,2,4,36 to 50,Male
12/31/2018 21:12,3,3,10,2,2,7,3,5,2,5,2,6,0,6,10,4,1,5,1,10,36 to 50,Female
1/1/2019 10:53,4,2,3,5,5,2,2,3,1,4,1,7,3,8,0,1,2,8,1,5,51 or more,Female
1/2/2019 8:16,1,0,9,4,5,9,1,0,1,0,0,8,0,7,0,0,2,0,0,10,Less than 20,Male
1/2/2019 9:01,3,2,4,2,10,2,2,0,2,3,4,4,1,6,5,3,2,3,4,1,51 or more,Male
1/2/2019 14:19,3,0,3,4,7,10,3,0,1,8,3,7,1,7,0,2,2,3,5,6,21 to 35,Female
1/2/2019 17:29,2,1,10,5,7,3,5,5,2,5,4,6,1,8,0,0,2,10,1,10,36 to 50,Female
1/2/2019 21:27,2,0,10,8,6,8,5,5,1,9,6,2,2,7,0,2,1,10,4,10,21 to 35,Female
1/2/2019 22:34,4,1,7,4,4,2,2,1,1,7,4,7,1,7,0,5,2,5,1,10,36 to 50,Female
1/3/2019 9:04,2,4,3,3,8,9,6,4,2,7,2,7,0,6,0,1,2,10,8,2,36 to 50,Male
1/3/2019 16:39,2,1,9,4,2,9,4,3,1,6,2,3,0,8,0,2,2,4,5,3,21 to 35,Female
1/3/2019 20:09,3,4,5,4,5,10,6,5,1,7,5,8,3,8,9,7,2,6,2,4,Less than 20,Female
1/3/2019 21:35,3,2,1,5,2,10,7,2,1,5,1,4,5,6,6,3,2,7,1,7,21 to 35,Female
1/4/2019 1:56,2,4,6,2,6,3,0,1,1,6,1,6,0,7,10,0,2,5,0,7,21 to 35,Female
1/4/2019 8:05,1,4,2,2,6,5,2,2,1,3,1,8,0,7,3,10,1,1,3,2,21 to 35,Female
1/4/2019 17:20,3,3,0,1,2,1,6,3,1,6,6,10,0,8,0,7,1,7,5,10,21 to 35,Male
1/5/2019 2:09,3,5,10,5,10,1,10,5,2,6,10,2,2,8,0,1,1,10,5,9,36 to 50,Female
1/5/2019 12:34,5,3,7,5,3,4,9,5,2,7,2,2,3,7,0,4,2,10,1,8,51 or more,Female
1/5/2019 21:17,4,3,7,4,8,10,6,5,1,9,6,4,10,6,0,4,2,10,6,8,51 or more,Female
1/6/2019 0:49,5,1,10,10,3,3,5,1,1,8,6,8,10,7,10,1,2,4,1,5,21 to 35,Female
1/6/2019 12:27,0,3,0,6,2,10,3,2,2,9,4,4,3,8,2,1,1,4,3,7,21 to 35,Male
1/6/2019 18:28,5,3,6,6,10,10,5,5,2,7,2,3,4,7,0,5,2,10,1,7,51 or more,Female
1/6/2019 20:48,1,3,3,2,7,5,4,5,2,3,7,6,4,8,0,7,1,4,1,10,36 to 50,Female
1/6/2019 22:45,1,3,5,10,10,10,5,3,1,7,5,7,5,7,5,3,2,5,7,4,21 to 35,Female
1/7/2019 1:50,1,1,1,7,0,3,2,0,1,1,1,2,3,8,0,2,1,0,1,6,21 to 35,Male
1/7/2019 5:31,4,5,7,10,4,6,4,2,1,2,7,2,2,7,2,5,2,7,3,8,36 to 50,Female
1/7/2019 12:32,4,5,10,3,6,3,5,5,2,9,5,5,2,6,10,0,2,2,3,7,51 or more,Female
1/7/2019 15:22,4,2,4,0,5,10,5,0,1,2,1,10,0,5,2,5,1,8,3,7,36 to 50,Male
1/7/2019 20:18,3,3,9,5,6,9,2,3,1,9,4,6,10,8,0,5,1,1,10,8,36 to 50,Female
1/7/2019 20:37,4,1,1,2,4,7,5,0,1,5,4,2,2,4,8,2,1,2,5,7,21 to 35,Male
1/7/2019 23:03,3,4,10,5,10,10,4,1,1,9,1,9,5,6,10,5,2,10,2,7,36 to 50,Female
1/8/2019 1:04,1,3,7,3,6,3,7,1,1,6,2,10,2,6,7,4,2,2,3,7,21 to 35,Male
1/8/2019 6:01,5,3,5,6,5,5,3,5,1,2,1,5,10,7,0,1,2,5,2,3,51 or more,Female
1/8/2019 9:39,3,4,5,3,4,7,6,1,1,1,1,10,1,7,0,5,2,4,4,10,21 to 35,Male
1/8/2019 16:55,2,5,1,2,7,5,1,3,2,4,0,1,0,5,0,0,2,2,1,1,51 or more,Female
1/9/2019 4:09,0,2,1,6,0,4,0,1,1,4,0,1,1,7,5,3,1,2,1,3,21 to 35,Male
1/9/2019 6:35,0,1,7,5,1,10,2,1,2,3,0,2,2,6,3,1,2,3,0,1,21 to 35,Male
1/9/2019 9:43,2,4,2,10,2,10,2,5,1,6,6,10,0,5,0,5,2,10,2,5,36 to 50,Female
1/9/2019 10:23,1,2,1,5,1,3,10,0,1,10,1,6,5,8,0,0,2,2,5,10,Less than 20,Male
1/9/2019 10:31,1,1,1,0,1,1,1,1,2,0,1,2,1,2,1,1,2,2,1,1,Less than 20,Male
1/10/2019 8:31,3,4,1,5,4,10,2,3,2,8,3,5,1,6,7,2,2,5,5,7,36 to 50,Female
1/10/2019 8:31,3,4,10,7,10,8,3,5,1,9,4,10,1,9,0,7,2,10,5,10,51 or more,Female
1/10/2019 14:23,1,2,5,5,10,7,7,2,2,0,5,3,2,8,3,4,2,5,8,7,21 to 35,Female
1/10/2019 17:59,5,1,7,7,5,4,3,2,1,9,3,7,2,8,1,0,2,4,6,10,51 or more,Female
1/10/2019 21:44,3,4,3,10,10,10,5,2,1,7,2,10,1,5,8,2,1,7,1,3,36 to 50,Female
1/10/2019 22:46,3,2,5,10,10,10,6,5,1,8,4,10,4,7,0,4,2,10,6,5,36 to 50,Male
1/10/2019 22:55,2,3,1,3,3,5,1,1,2,2,3,9,10,6,0,8,2,2,2,9,21 to 35,Male
1/11/2019 10:45,3,3,10,6,5,5,5,2,2,0,4,8,2,4,8,4,2,9,2,5,36 to 50,Male
1/11/2019 16:11,2,4,10,6,4,10,2,2,2,2,3,4,0,6,2,8,2,5,1,7,21 to 35,Male
1/11/2019 18:00,1,1,6,10,5,6,3,1,1,10,4,1,2,7,0,3,2,2,1,10,21 to 35,Female
1/11/2019 19:13,4,5,1,1,0,2,2,2,2,7,2,10,2,8,0,4,2,3,2,7,21 to 35,Male
1/11/2019 23:40,5,1,10,7,10,10,1,5,1,9,7,5,5,8,5,0,2,4,7,10,51 or more,Female
1/12/2019 4:26,3,4,4,5,4,4,2,0,1,6,3,5,4,10,2,6,1,6,4,5,36 to 50,Female
1/12/2019 15:29,2,4,5,2,7,1,3,5,2,3,2,6,3,9,1,1,2,3,2,5,51 or more,Female
1/13/2019 0:41,5,2,6,4,1,2,2,2,2,8,4,10,1,8,0,5,2,4,3,6,51 or more,Female
1/13/2019 1:47,2,3,4,1,4,10,3,2,2,6,2,9,0,5,0,3,2,10,0,10,Less than 20,Male
1/13/2019 4:55,3,2,5,5,5,7,2,2,1,7,1,3,3,7,5,0,2,3,3,5,36 to 50,Male
1/13/2019 5:03,5,2,6,4,2,2,2,1,2,8,1,9,1,8,1,3,2,4,1,5,51 or more,Female
1/13/2019 18:28,5,3,4,10,8,4,2,5,2,8,3,1,1,6,1,0,2,9,3,7,51 or more,Female
1/13/2019 23:12,3,2,6,6,6,9,6,0,1,5,3,10,0,6,0,1,2,5,1,10,21 to 35,Male
1/14/2019 22:56,4,1,2,5,2,5,2,0,1,1,3,6,0,9,8,3,1,4,1,9,21 to 35,Male
1/15/2019 5:08,3,3,10,6,5,10,5,4,2,5,4,5,10,8,1,1,2,5,4,7,Less than 20,Male
1/15/2019 5:11,3,4,8,10,7,8,8,3,1,8,8,7,8,8,3,6,2,8,2,8,Less than 20,Male
1/15/2019 5:12,4,0,3,6,3,10,6,0,1,5,2,10,3,8,0,3,2,7,2,10,Less than 20,Male
1/15/2019 5:13,5,2,10,10,6,10,5,0,1,7,8,8,10,8,0,3,2,8,8,10,Less than 20,Male
1/15/2019 5:13,4,1,3,5,5,5,2,0,1,1,6,10,2,5,5,2,2,3,5,10,Less than 20,Male
1/15/2019 5:15,5,2,10,10,10,10,10,4,2,10,6,8,10,10,0,3,2,10,7,10,Less than 20,Male
1/15/2019 5:34,2,1,10,10,8,4,7,4,1,6,3,8,2,7,0,2,2,5,2,5,Less than 20,Female
1/15/2019 6:45,1,2,1,1,7,10,5,2,2,7,5,7,2,6,2,3,1,1,2,4,36 to 50,Female
1/15/2019 12:03,2,2,2,4,9,10,3,0,1,9,2,1,3,6,5,4,2,2,2,7,21 to 35,Male
1/15/2019 12:47,2,2,8,6,6,9,4,2,2,6,7,6,3,7,2,4,2,7,7,7,36 to 50,Female
1/15/2019 13:15,1,5,3,4,4,4,2,3,2,2,1,5,0,9,5,2,2,10,0,3,51 or more,Male
1/15/2019 17:30,3,2,10,1,2,4,0,2,1,5,2,6,1,7,0,2,1,1,2,2,21 to 35,Female
1/16/2019 1:25,1,0,2,5,0,7,3,0,1,9,1,5,5,7,0,0,2,3,1,6,21 to 35,Male
1/16/2019 5:38,2,5,5,8,3,4,4,1,2,5,4,4,3,6,10,10,2,5,1,5,21 to 35,Female
1/16/2019 5:43,5,2,10,6,6,10,7,2,1,2,2,6,2,8,0,0,1,10,5,10,21 to 35,Male
1/16/2019 7:19,2,1,7,7,6,10,1,1,1,8,6,8,5,6,0,2,2,7,7,2,51 or more,Female
1/16/2019 7:32,3,2,0,4,4,6,0,0,1,5,0,8,0,8,0,5,2,3,1,3,36 to 50,Female
1/16/2019 12:24,3,3,4,7,7,2,5,1,2,8,0,2,2,4,0,4,2,8,0,5,21 to 35,Female
1/16/2019 14:51,0,1,0,1,0,2,2,0,2,0,2,2,0,5,0,1,2,2,0,1,21 to 35,Male
1/16/2019 23:06,3,5,10,3,10,10,5,5,1,7,1,2,5,6,6,2,1,6,2,3,36 to 50,Female
1/17/2019 3:18,1,4,3,5,8,10,2,2,2,6,0,4,5,4,0,6,2,5,1,7,36 to 50,Male
1/17/2019 5:06,1,4,1,2,10,3,1,1,1,7,5,1,2,6,10,5,2,5,2,5,36 to 50,Female
1/17/2019 5:42,4,3,8,10,10,4,0,5,2,0,2,10,2,7,6,2,1,2,1,10,51 or more,Male
1/17/2019 7:09,2,2,3,4,3,2,4,2,2,3,7,4,2,5,1,4,2,4,6,4,36 to 50,Male
1/17/2019 7:23,4,5,10,6,5,3,5,5,1,0,1,5,1,7,3,5,2,4,5,2,21 to 35,Female
1/17/2019 11:46,1,5,0,5,5,5,2,0,1,1,1,1,0,5,5,8,1,2,1,2,36 to 50,Male
1/17/2019 12:52,2,2,7,3,2,3,3,0,1,7,5,8,1,6,0,0,2,7,5,7,21 to 35,Male
1/17/2019 13:41,2,1,10,10,10,4,3,5,1,3,3,5,5,7,10,2,1,3,5,10,36 to 50,Female
1/18/2019 0:53,2,5,3,3,2,3,2,5,2,6,3,7,2,5,10,3,2,2,3,5,51 or more,Female
1/18/2019 1:44,1,2,2,3,10,10,2,5,1,9,4,1,2,7,0,1,1,2,10,5,36 to 50,Female
1/18/2019 4:55,2,2,6,5,6,10,6,2,1,3,2,3,5,6,4,3,2,10,3,7,21 to 35,Female
1/18/2019 7:07,3,1,10,3,7,2,2,2,1,7,4,4,3,7,0,1,2,2,4,9,21 to 35,Male
1/18/2019 7:15,4,1,6,3,5,2,1,3,1,7,5,4,3,7,0,2,2,2,3,10,21 to 35,Male
1/18/2019 12:13,1,4,0,2,4,10,3,1,1,5,1,4,4,7,0,3,2,2,2,7,Less than 20,Female
1/18/2019 13:24,4,3,8,6,7,10,5,3,1,6,4,6,3,8,0,2,2,6,1,6,Less than 20,Female
1/18/2019 15:33,5,4,5,8,10,5,1,0,2,7,4,8,1,6,0,10,1,9,5,10,36 to 50,Male
1/18/2019 20:15,4,5,2,2,7,3,4,5,1,6,2,5,5,6,10,4,2,10,1,3,36 to 50,Female
1/18/2019 21:22,4,3,10,5,10,10,4,2,1,2,6,10,2,8,2,0,2,10,1,10,21 to 35,Female
1/18/2019 22:23,1,4,10,7,5,10,6,5,1,9,3,9,1,6,10,0,2,10,3,4,21 to 35,Female
1/19/2019 3:25,4,5,7,4,7,1,0,5,1,7,1,3,0,8,0,3,2,7,4,4,21 to 35,Female
1/19/2019 11:14,4,4,10,9,8,10,7,2,2,9,4,5,5,7,10,3,2,9,4,8,51 or more,Female
1/19/2019 13:14,1,5,1,1,1,2,4,1,2,2,0,4,1,6,0,1,1,2,1,3,51 or more,Male
1/19/2019 16:08,2,2,10,5,2,7,3,5,1,7,2,7,2,7,0,3,2,6,3,3,21 to 35,Male
1/19/2019 20:51,3,3,10,3,5,3,1,5,2,3,6,4,5,7,10,1,2,5,1,3,51 or more,Female
1/20/2019 6:33,2,4,5,6,1,10,2,1,1,5,1,3,0,7,5,10,2,6,0,1,36 to 50,Female
1/20/2019 9:19,3,2,5,3,10,4,4,3,2,4,7,6,4,7,0,4,2,4,4,7,51 or more,Male
1/20/2019 14:15,4,3,6,3,2,6,10,0,1,9,5,10,10,8,0,3,2,6,2,7,36 to 50,Female
1/20/2019 14:36,2,3,8,8,5,10,10,2,1,7,4,6,10,7,8,1,2,10,1,7,36 to 50,Male
1/20/2019 18:06,1,3,3,2,10,5,1,4,2,5,4,4,0,5,2,3,2,5,7,4,51 or more,Female
1/21/2019 2:18,2,0,5,6,4,7,0,0,2,5,10,10,0,8,5,0,2,0,10,10,21 to 35,Male
1/21/2019 3:07,1,4,4,3,4,10,5,1,2,6,0,7,1,8,0,0,2,7,3,5,21 to 35,Female
1/21/2019 9:15,3,3,8,7,6,4,10,0,2,8,5,5,0,7,10,2,2,3,0,10,51 or more,Female
1/21/2019 18:46,2,5,2,10,10,10,3,2,2,7,3,8,10,7,0,2,2,10,1,5,36 to 50,Male
1/21/2019 19:35,5,0,10,10,2,10,9,5,2,6,3,6,8,7,0,2,2,10,10,3,36 to 50,Male
1/22/2019 3:45,3,3,10,3,3,3,5,3,1,9,1,10,2,7,0,0,2,10,2,10,51 or more,Male
1/22/2019 9:37,1,4,3,3,3,9,3,1,1,6,3,4,4,7,0,6,2,3,2,3,Less than 20,Female
1/22/2019 9:52,1,3,1,6,10,2,2,3,2,5,5,6,0,7,0,4,1,10,6,10,36 to 50,Female
1/22/2019 16:43,1,5,7,3,3,1,1,0,2,6,3,10,5,5,0,10,2,6,2,10,36 to 50,Male
1/22/2019 20:16,3,2,1,2,5,4,2,5,2,5,1,3,1,8,0,0,2,5,2,5,51 or more,Male
1/22/2019 20:16,2,4,2,4,2,6,2,1,2,2,2,4,0,6,5,7,2,4,2,4,21 to 35,Female
1/23/2019 5:01,1,2,2,2,1,6,7,0,2,6,3,10,2,5,0,1,1,4,5,1,36 to 50,Male
1/23/2019 10:24,2,5,7,2,1,0,0,0,1,4,3,10,3,5,10,1,1,10,1,3,21 to 35,Male
1/23/2019 10:32,0,5,10,0,1,1,10,0,1,3,2,10,1,5,10,2,1,6,2,2,21 to 35,Male
1/23/2019 19:49,2,3,1,2,2,8,2,2,1,3,3,4,4,5,10,1,1,4,2,7,21 to 35,Male
1/23/2019 22:03,3,1,5,10,5,8,6,5,2,9,6,7,0,6,7,2,2,3,5,5,21 to 35,Female
1/24/2019 2:02,2,1,7,4,4,2,4,0,1,7,2,10,5,7,0,1,2,4,1,5,36 to 50,Male
1/24/2019 11:14,3,1,4,2,5,10,10,4,2,9,8,10,10,8,0,0,1,10,8,8,Less than 20,Male
1/24/2019 15:30,4,1,8,5,9,7,7,1,1,7,5,10,10,6,1,0,2,5,3,10,Less than 20,Female
1/24/2019 22:29,4,1,5,10,5,10,8,5,1,4,4,10,10,7,5,1,2,10,3,10,21 to 35,Male
1/24/2019 23:22,2,5,10,10,10,5,2,0,2,5,2,5,0,6,10,0,1,10,0,10,51 or more,Male
1/25/2019 11:20,2,3,5,3,1,4,0,1,1,2,0,2,0,8,0,5,1,5,0,10,21 to 35,Female
1/25/2019 12:15,2,3,7,2,5,7,5,0,1,4,1,5,2,7,2,0,2,5,0,6,21 to 35,Female
1/25/2019 12:39,3,2,10,10,8,10,4,5,1,7,5,7,10,6,0,2,2,8,7,4,21 to 35,Male
1/25/2019 14:53,2,4,7,5,10,4,3,1,2,5,1,5,3,7,3,8,2,7,0,3,36 to 50,Female
1/25/2019 21:25,2,3,5,2,3,3,1,2,2,3,1,2,1,6,10,3,1,5,1,1,21 to 35,Female
1/26/2019 1:13,1,3,10,3,4,3,4,5,1,7,2,6,10,7,5,0,2,10,1,10,51 or more,Female
1/26/2019 15:28,3,4,10,10,4,3,5,1,2,6,6,10,7,6,6,0,2,6,6,2,21 to 35,Female
1/27/2019 8:45,3,3,5,5,8,6,2,1,2,3,3,3,4,6,3,2,2,3,5,1,36 to 50,Female
1/27/2019 10:41,2,4,4,7,4,5,3,3,2,7,2,1,1,9,0,0,2,5,1,10,36 to 50,Male
1/27/2019 11:54,3,1,10,10,7,3,8,1,1,7,4,7,2,8,0,0,1,10,5,10,51 or more,Female
1/27/2019 12:03,4,5,10,4,10,5,0,5,1,2,2,5,1,7,10,7,2,6,2,10,51 or more,Male
1/27/2019 12:09,4,5,10,5,10,4,6,5,1,2,2,5,1,7,10,7,2,6,2,10,51 or more,Male
1/27/2019 13:25,2,1,5,4,10,10,4,4,1,8,3,6,8,5,0,3,2,8,2,6,21 to 35,Male
1/27/2019 14:12,4,1,5,6,7,5,0,1,1,7,1,10,3,7,0,1,2,1,7,10,51 or more,Female
1/27/2019 21:57,1,5,1,10,4,3,5,2,1,7,1,5,4,7,1,2,2,5,2,5,21 to 35,Female
1/27/2019 22:24,4,4,7,5,7,5,1,5,1,5,1,1,1,8,0,1,2,9,4,4,51 or more,Female
1/28/2019 0:55,1,1,3,3,0,7,1,0,2,7,2,4,1,7,8,0,2,0,5,10,21 to 35,Male
1/28/2019 10:40,2,5,2,1,8,3,5,0,1,3,0,4,7,8,10,8,1,4,2,9,Less than 20,Female
1/28/2019 15:57,5,3,4,3,5,2,3,5,2,4,1,7,3,6,0,4,2,2,1,8,51 or more,Female
1/28/2019 16:38,3,3,10,4,2,3,5,0,1,4,1,8,3,7,5,1,2,3,1,5,21 to 35,Female
1/28/2019 19:25,2,2,2,10,5,10,2,1,2,7,5,7,6,8,0,1,2,2,1,5,51 or more,Male
1/29/2019 10:25,2,1,3,5,2,3,1,1,2,1,1,5,1,7,1,3,2,4,1,5,36 to 50,Female
1/29/2019 13:51,3,0,3,3,6,3,10,5,2,9,4,5,3,9,0,0,2,5,4,10,21 to 35,Male
1/29/2019 14:10,5,3,3,2,3,5,3,5,1,2,1,8,8,7,0,4,2,10,2,1,36 to 50,Male
1/29/2019 14:23,2,3,3,2,10,10,1,5,2,4,3,9,5,7,0,1,2,9,4,5,21 to 35,Female
1/29/2019 14:24,5,1,3,6,2,5,3,0,2,5,4,6,4,6,2,0,2,5,2,7,21 to 35,Male
1/29/2019 16:39,5,0,10,4,10,10,2,5,2,8,3,5,10,7,0,0,2,2,1,3,51 or more,Female
1/29/2019 21:39,4,2,10,3,8,4,4,5,2,9,3,10,4,6,0,0,2,9,3,10,51 or more,Male
1/29/2019 21:50,2,4,1,2,2,8,2,2,2,7,1,4,0,7,2,0,1,0,2,3,21 to 35,Female
1/30/2019 0:51,2,4,2,2,3,4,6,5,2,8,4,3,1,8,6,7,2,4,1,8,21 to 35,Female
1/30/2019 1:12,2,4,0,4,3,1,3,3,1,0,1,2,3,6,2,2,2,6,1,1,36 to 50,Male
1/30/2019 1:14,3,4,4,2,7,6,4,0,2,7,2,2,5,6,0,4,2,3,1,4,36 to 50,Female
1/30/2019 6:40,2,3,1,4,1,10,2,1,1,7,3,1,10,8,0,1,2,3,0,10,21 to 35,Female
1/30/2019 11:17,2,4,2,7,7,5,2,1,2,3,1,5,2,5,0,1,2,7,4,2,21 to 35,Female
1/30/2019 11:53,2,5,9,5,8,7,7,1,1,8,7,7,6,6,0,5,2,4,5,3,36 to 50,Female
1/30/2019 12:24,3,2,8,6,9,7,7,2,1,9,7,6,2,7,10,5,2,8,8,9,21 to 35,Female
1/30/2019 12:29,2,2,7,7,5,6,8,2,1,7,8,6,2,7,10,3,2,7,8,8,21 to 35,Female
1/30/2019 18:00,5,2,5,6,10,6,3,5,2,5,3,5,1,8,0,1,2,8,4,7,36 to 50,Male
1/30/2019 20:48,2,4,2,1,1,2,0,1,2,2,0,2,0,8,5,3,2,3,0,2,51 or more,Female
1/31/2019 8:31,3,2,10,3,10,10,4,4,1,7,2,8,3,7,5,2,2,10,5,10,51 or more,Male
1/31/2019 8:57,1,5,0,3,5,2,3,2,2,0,1,10,1,5,10,7,1,10,2,10,21 to 35,Male
1/31/2019 13:24,5,1,8,10,4,10,10,1,2,8,2,7,10,8,0,0,2,4,2,10,36 to 50,Female
1/31/2019 13:27,5,2,8,10,10,10,5,1,2,8,2,7,10,8,0,0,2,3,2,8,36 to 50,Female
1/31/2019 21:24,3,3,5,5,7,5,5,5,2,1,4,6,9,6,0,1,2,10,4,5,51 or more,Male
1/31/2019 22:22,1,5,0,2,3,0,0,0,1,8,2,3,0,6,0,8,1,0,0,8,21 to 35,Female
2/1/2019 6:08,3,1,4,4,10,10,10,5,1,8,5,10,5,7,10,0,2,5,4,10,21 to 35,Male
2/1/2019 10:31,1,2,5,10,8,10,5,1,1,7,2,8,3,8,3,1,1,10,1,7,Less than 20,Female
2/1/2019 10:33,4,2,5,6,4,10,7,3,2,9,5,2,1,8,10,1,2,2,4,8,51 or more,Female
2/1/2019 19:48,4,5,7,9,8,10,10,5,2,10,4,8,5,6,5,2,2,10,5,7,51 or more,Female
2/2/2019 12:47,2,1,5,4,10,2,10,1,1,4,3,5,3,10,0,2,2,4,6,3,21 to 35,Female
2/2/2019 15:22,3,4,10,10,10,4,8,4,1,4,5,2,1,6,10,1,2,4,5,7,36 to 50,Female
2/2/2019 15:25,3,4,10,7,6,4,4,2,1,3,1,3,1,7,10,1,2,4,3,10,21 to 35,Female
2/2/2019 18:33,4,4,8,4,10,9,3,1,2,5,1,9,1,6,4,7,2,8,2,3,51 or more,Male
2/2/2019 20:30,1,3,1,8,0,2,0,0,1,1,3,10,1,7,10,3,1,0,1,10,36 to 50,Male
2/3/2019 0:12,1,4,3,3,4,2,1,0,1,5,4,2,0,6,2,8,1,3,0,1,21 to 35,Female
2/3/2019 0:22,2,5,2,1,1,3,3,5,2,2,4,1,0,8,5,2,1,5,0,10,21 to 35,Female
2/3/2019 0:32,2,5,1,2,3,2,1,0,1,3,2,1,1,6,0,8,1,2,1,2,21 to 35,Female
2/3/2019 5:11,5,5,8,8,10,3,2,1,2,8,5,10,2,7,0,2,2,10,2,8,36 to 50,Male
2/3/2019 10:11,2,1,3,4,4,3,3,1,1,3,4,5,4,4,4,5,2,5,3,4,36 to 50,Female
2/3/2019 10:13,1,1,3,3,4,3,3,1,1,3,3,3,2,4,3,3,1,3,3,3,36 to 50,Female
2/3/2019 13:20,5,1,3,6,4,5,1,3,1,9,7,5,1,7,0,5,1,3,2,3,51 or more,Female
2/3/2019 14:11,2,4,3,5,2,6,1,0,1,2,1,2,1,7,0,0,1,6,0,5,21 to 35,Male
2/3/2019 20:43,4,2,7,10,10,10,5,2,1,9,6,10,10,8,1,0,2,9,9,7,21 to 35,Female
2/3/2019 23:30,3,1,10,10,8,5,10,4,1,10,3,10,5,7,0,1,2,10,2,10,51 or more,Female
2/4/2019 1:35,3,2,5,7,5,2,4,2,2,2,2,3,1,6,4,5,2,7,2,6,36 to 50,Female
2/4/2019 3:11,1,5,5,10,1,6,1,0,2,8,6,4,1,7,0,10,2,4,0,10,21 to 35,Male
